Cell,month,RUNOFF,BASEFLOW
       626,         9,    82.465,    18.506
       626,        10,    45.325,    11.280
       626,        11,     1.976,     1.672
       626,        12,     0.008,     0.008
       627,         1,     3.402,     3.402
       627,         2,     2.164,     2.135
       627,         3,     5.444,     3.046
       627,         4,    33.961,     9.971
       627,         5,    83.940,    15.957
       627,         6,    96.502,    16.141
       627,         7,   109.807,    16.936
       627,         8,   108.449,    16.417
       627,         9,    88.073,    15.720
       627,        10,    49.590,    14.403
       627,        11,     7.838,     7.513
       627,        12,     4.492,     4.492
       628,         1,     3.409,     3.409
       628,         2,     2.171,     2.141
       628,         3,     2.554,     2.027
       628,         4,    36.314,     9.995
       628,         5,    87.915,    16.141
       628,         6,    99.660,    16.216
       628,         7,   113.346,    17.010
       628,         8,   111.339,    16.463
       628,         9,    89.654,    15.778
       628,        10,    50.333,    14.463
       628,        11,     7.875,     7.538
       628,        12,     4.504,     4.504
       629,         1,     3.385,     3.385
       629,         2,     2.149,     2.122
       629,         3,     5.468,     3.030
       629,         4,    34.066,    10.001
       629,         5,    82.646,    15.920
       629,         6,    92.858,    16.039
       629,         7,   106.736,    16.866
       629,         8,   107.054,    16.319
       629,         9,    87.417,    15.693
       629,        10,    48.616,    14.328
       629,        11,     7.708,     7.449
       629,        12,     4.462,     4.462
       630,         1,     3.426,     3.426
       630,         2,     2.218,     2.169
       630,         3,    10.469,     5.019
       630,         4,    32.801,    10.452
       630,         5,    83.577,    15.964
       630,         6,   101.838,    16.294
       630,         7,   121.623,    17.146
       630,         8,   120.429,    16.699
       630,         9,    94.535,    15.940
       630,        10,    51.358,    14.558
       630,        11,     8.096,     7.620
       630,        12,     4.538,     4.538
       631,         1,     3.429,     3.429
       631,         2,     2.208,     2.166
       631,         3,     7.075,     3.670
       631,         4,    35.643,    10.375
       631,         5,    87.884,    16.142
       631,         6,   104.687,    16.334
       631,         7,   124.430,    17.191
       631,         8,   122.709,    16.700
       631,         9,    95.734,    15.984
       631,        10,    52.092,    14.609
       631,        11,     8.009,     7.613
       631,        12,     4.539,     4.539
       632,         1,     3.436,     3.436
       632,         2,     2.223,     2.175
       632,         3,     6.004,     3.250
       632,         4,    37.014,    10.435
       632,         5,    89.888,    16.210
       632,         6,   106.453,    16.381
       632,         7,   126.259,    17.215
       632,         8,   124.434,    16.745
       632,         9,    96.953,    16.021
       632,        10,    52.667,    14.655
       632,        11,     8.064,     7.641
       632,        12,     4.551,     4.551
       633,         1,     3.459,     3.459
       633,         2,     2.290,     2.216
       633,         3,     3.151,     2.308
       633,         4,    41.553,    10.828
       633,         5,    97.137,    16.513
       633,         6,   113.867,    16.536
       633,         7,   135.224,    17.316
       633,         8,   132.578,    16.915
       633,         9,   102.310,    16.171
       633,        10,    55.085,    14.839
       633,        11,     8.200,     7.728
       633,        12,     4.591,     4.591
       634,         1,     6.261,     6.261
       634,         2,     2.794,     2.794
       634,         3,     2.467,     2.467
       634,         4,    23.204,    20.991
       634,         5,    88.536,    43.082
       634,         6,   112.689,    43.971
       634,         7,   134.336,    46.102
       634,         8,   132.747,    45.310
       634,         9,   101.460,    43.234
       634,        10,    58.029,    40.272
       634,        11,    22.506,    22.462
       634,        12,    10.423,    10.423
       635,         1,     6.110,     6.110
       635,         2,     2.732,     2.732
       635,         3,     2.460,     2.460
       635,         4,    18.958,    15.055
       635,         5,    90.702,    40.067
       635,         6,   125.852,    44.309
       635,         7,   143.982,    46.316
       635,         8,   139.957,    45.446
       635,         9,   105.733,    43.482
       635,        10,    57.496,    39.353
       635,        11,    21.754,    21.711
       635,        12,    10.103,    10.103
       636,         1,     4.773,     4.773
       636,         2,     3.675,     3.649
       636,         3,     4.610,     4.527
       636,         4,     8.631,     7.388
       636,         5,    34.057,    17.042
       636,         6,   180.044,    41.978
       636,         7,   194.896,    46.705
       636,         8,   167.645,    45.778
       636,         9,   120.128,    44.037
       636,        10,    36.206,    31.100
       636,        11,    15.147,    15.107
       636,        12,     7.253,     7.253
       637,         1,     5.715,     5.715
       637,         2,     2.580,     2.580
       637,         3,     2.269,     2.269
       637,         4,    13.500,    10.477
       637,         5,   100.696,    39.576
       637,         6,   137.859,    44.440
       637,         7,   154.331,    46.435
       637,         8,   147.116,    45.465
       637,         9,   109.036,    43.615
       637,        10,    52.111,    37.028
       637,        11,    19.787,    19.756
       637,        12,     9.242,     9.242
       638,         1,     3.437,     3.437
       638,         2,     2.212,     2.170
       638,         3,     2.780,     2.129
       638,         4,    41.111,    10.542
       638,         5,    95.967,    16.389
       638,         6,   111.537,    16.435
       638,         7,   132.520,    17.275
       638,         8,   130.049,    16.751
       638,         9,    99.532,    16.088
       638,        10,    53.664,    14.716
       638,        11,     7.949,     7.625
       638,        12,     4.544,     4.544
       639,         1,     3.458,     3.458
       639,         2,     2.291,     2.216
